,rdkit_catePC1,rdkit_catePC2,rdkit_catePC3,rdkit_catePC4,rdkit_catePC5,rdkit_catePC6,rdkit_catePC7,rdkit_catePC8,rdkit_catePC9,rdkit_catePC10,rdkit_catePC11,rdkit_catePC12,rdkit_catePC13,rdkit_catePC14,rdkit_catePC15,rdkit_catePC16,rdkit_catePC17
0,0.35098389721248124,0.15422498936372306,0.10204197839902332,0.07748908592434245,0.06199392015508263,0.058136309083495576,0.04222589471314952,0.040616380730853247,0.03156474459132603,0.026074107187057417,0.014867407160565534,0.012157105038340634,0.01026672495813518,0.008878014523275106,0.00615160103968944,0.002327839919459722,3.399441526641713e-33
