,rdkit_catePC1,rdkit_catePC2,rdkit_catePC3,rdkit_catePC4,rdkit_catePC5,rdkit_catePC6,rdkit_catePC7,rdkit_catePC8,rdkit_catePC9,rdkit_catePC10,rdkit_catePC11,rdkit_catePC12,rdkit_catePC13,rdkit_catePC14,rdkit_catePC15,rdkit_catePC16,rdkit_catePC17
0,-5.580019392690766,-4.41745089434575,-1.0868201324010964,0.1720204279483965,-1.0235819265961186,-0.9548072193605055,0.196856797567238,-1.633798429645505,-0.18823717778234839,4.778882699873631,-1.2753541170299112,0.0034618164396820195,-0.27167172742527806,0.08283293237597555,-1.2329202122809628,-0.0161881172400605,-2.1094237467877974e-15
1,-5.580019392690766,-4.41745089434575,-1.0868201324010964,0.1720204279483965,-1.0235819265961186,-0.9548072193605055,0.196856797567238,-1.633798429645505,-0.18823717778234839,4.778882699873631,-1.2753541170299112,0.0034618164396820195,-0.27167172742527806,0.08283293237597555,-1.2329202122809628,-0.0161881172400605,-2.1094237467877974e-15
2,-5.580019392690766,-4.41745089434575,-1.0868201324010964,0.1720204279483965,-1.0235819265961186,-0.9548072193605055,0.196856797567238,-1.633798429645505,-0.18823717778234839,4.778882699873631,-1.2753541170299112,0.0034618164396820195,-0.27167172742527806,0.08283293237597555,-1.2329202122809628,-0.0161881172400605,-2.1094237467877974e-15
3,-5.580019392690766,-4.41745089434575,-1.0868201324010964,0.1720204279483965,-1.0235819265961186,-0.9548072193605055,0.196856797567238,-1.633798429645505,-0.18823717778234839,4.778882699873631,-1.2753541170299112,0.0034618164396820195,-0.27167172742527806,0.08283293237597555,-1.2329202122809628,-0.0161881172400605,-2.1094237467877974e-15
4,-2.8354923777976855,-2.4398854243540273,1.1971562619775056,1.7772722590939922,-1.2436875944094294,-0.6626664390949155,1.1888139639611137,-0.011884587863370055,0.6784939377357969,1.063769267607948,0.29396087644819835,-1.0910222402958474,-1.9196124233712304,0.26499198273297714,2.294525709520895,0.05548451233665212,6.175615574477433e-16
5,-2.8354923777976855,-2.4398854243540273,1.1971562619775056,1.7772722590939922,-1.2436875944094294,-0.6626664390949155,1.1888139639611137,-0.011884587863370055,0.6784939377357969,1.063769267607948,0.29396087644819835,-1.0910222402958474,-1.9196124233712304,0.26499198273297714,2.294525709520895,0.05548451233665212,6.175615574477433e-16
6,-2.8354923777976855,-2.4398854243540273,1.1971562619775056,1.7772722590939922,-1.2436875944094294,-0.6626664390949155,1.1888139639611137,-0.011884587863370055,0.6784939377357969,1.063769267607948,0.29396087644819835,-1.0910222402958474,-1.9196124233712304,0.26499198273297714,2.294525709520895,0.05548451233665212,6.175615574477433e-16
7,-2.8354923777976855,-2.4398854243540273,1.1971562619775056,1.7772722590939922,-1.2436875944094294,-0.6626664390949155,1.1888139639611137,-0.011884587863370055,0.6784939377357969,1.063769267607948,0.29396087644819835,-1.0910222402958474,-1.9196124233712304,0.26499198273297714,2.294525709520895,0.05548451233665212,6.175615574477433e-16
8,-4.11581848125414,-2.5193709204510206,0.40068509200220254,0.4631600734243589,3.0931842890994785,3.6262218831021134,0.06593361367014779,-0.0434093735402601,-0.4972613035541011,-0.03436175359715263,1.6262659766077336,-1.834229786280807,1.370289278557027,1.9559557249821078,-0.18176587818979667,-0.16624650584573256,7.563394355258879e-16
9,-4.11581848125414,-2.5193709204510206,0.40068509200220254,0.4631600734243589,3.0931842890994785,3.6262218831021134,0.06593361367014779,-0.0434093735402601,-0.4972613035541011,-0.03436175359715263,1.6262659766077336,-1.834229786280807,1.370289278557027,1.9559557249821078,-0.18176587818979667,-0.16624650584573256,7.563394355258879e-16
