,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.8808171837526825,87.86940615514088,6.216270073454249,0.7741189330561514,295.44116711930513,11.254051577575146,0.9266762314985991
1,0.8320797304372839,151.85191891528876,7.590448793928133,0.8539553182758939,141.49510839638327,6.877066889833682,0.900273102281214
2,0.8486592600086837,140.00518839511741,6.771951847626052,0.8107142102838358,183.05094758143167,8.92277224521356,0.9173904645255101
3,0.8532520870893239,136.87335280616333,7.603910874493591,0.8192626709773856,173.461934317831,8.003553582463834,0.9045126808556079
4,0.8772631882697429,105.8110220137497,6.236387141575894,0.7592693169451435,255.9747761500717,10.151341930070746,0.9228537406166236
5,0.8395003361540764,129.96273187739695,6.64958239187055,0.7518146223585331,301.84406928909345,10.728226608247198,0.8810183976674265
6,0.8508567342101557,122.39794203979332,6.904134570151529,0.772527619787082,273.7539829044924,9.727565786809539,0.883589252999238
7,0.8889009353061251,106.26602905746812,6.871151586612637,0.720969190922347,252.9436429591231,10.254769633909879,0.9308054297874403
8,0.8464945265547179,135.10274529284808,7.1937165423308365,0.7569478012477242,240.1928907996073,10.508087530908941,0.9048892610319715
9,0.8667318142545695,135.05973488254978,7.830674351127012,0.807640104268684,135.547861764375,6.6455784293916675,0.8936094667467618
mean,0.8584555796037362,125.12000714355163,6.986822817317048,0.7827219788122781,225.3706381281714,9.30730142144242,0.9065618028010393
