,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.7313988881033373,198.0303951367781,11.167173252279635,0.6113429571021899,508.3440233236152,17.442176870748302,0.729788686345615
1,0.7114331445044603,260.953789893617,12.470744680851064,0.7222639080353508,269.0840773809524,12.803571428571429,0.676440642157491
2,0.7440999058298642,236.7329570125922,11.732522796352583,0.6392454673170496,348.87172011661806,16.088435374149658,0.680723149412268
3,0.7196225320144978,261.511072514112,12.291793313069908,0.6649532729207057,321.5597667638484,15.244897959183675,0.5249689212851325
4,0.734050277949039,229.27442466348242,11.74164133738602,0.6990195224223622,320.03984450923224,14.102040816326527,0.6436004107665942
5,0.6861206244741718,254.16016548463355,12.641843971631207,0.6799881357680801,389.1997354497354,14.833333333333334,0.5703862593344657
6,0.7125318803674394,235.91749891445943,12.29179331306991,0.7430538545313401,309.2244897959184,12.3265306122449,0.6083996306152362
7,0.741168802642135,247.5715130023641,12.563829787234043,0.5985364501254887,363.9298941798942,16.72222222222222,0.6486162624221742
8,0.7250485809426914,241.98936170212767,11.801418439716311,0.5758528524531983,419.15740740740745,16.29365079365079,0.6879740416623253
9,0.7477486273755396,255.64243498817967,13.32978723404255,0.7215503796143145,196.2116402116402,12.253968253968257,0.6130261512024695
mean,0.7253223264203176,242.1783613312346,12.203254812563324,0.6655806800290079,344.5622599138862,14.81108276643991,0.6383924155203772
