,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.8767392109602404,9.53288811155186,6.284117961802093,0.7038913710399675,19.679819989539578,12.725714730409095,0.9253476491525546
1,0.8350138744314883,12.21468559600375,7.700522574765435,0.8040559380390153,13.778244690850116,8.717905030992844,0.9188651821951405
2,0.8540935428511237,11.618000603016817,6.683433558343307,0.7793227511913536,14.608504730119673,9.193699355130342,0.936046124085751
3,0.8795879310348904,10.597623724456705,6.692729622690215,0.8436361524804066,12.250289064567879,7.427151293287754,0.9221850152361248
4,0.8390224645671929,11.780417245138413,7.098514475711464,0.7835406972474258,15.171236883564209,9.863361179436646,0.9169055124668395
5,0.8216738851460935,12.016550785508192,7.041531427550785,0.7219269901975187,18.390038866561824,11.574558600973283,0.910030601697034
6,0.8423279964717385,11.375291293456533,7.281504150369498,0.7452796710133848,17.50844961685153,10.218487122195054,0.9013190491198781
7,0.8095637136537062,13.496366916637118,8.247292180956432,0.7107631710266908,16.19245135841678,11.073154791534868,0.9364701159083199
8,0.8739482617672172,10.532817849406255,6.298072897088301,0.8326639107375888,12.85953026631854,9.51693206012373,0.9280741568018233
9,0.862225442199051,11.81637367977726,7.97893253584067,0.880766171277728,9.166189129275747,5.655741384767477,0.9031669886088551
mean,0.8494196323082741,11.498101580495291,7.13066513851182,0.7805846824251079,14.960475459606588,9.59667055488511,0.9198410395272323
std,0.0216757352583707,0.9812098755299655,0.6123381035151179,0.05454720315642652,2.843539141114031,1.8468512127058891,0.011158504902854721
