,r2_train,MSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.9401441966504388,44.12963261709475,4.3644877542392955,0.7119152479931301,376.8004840500558,11.504317238889728,0.8169682382726597
1,0.9441378644627428,50.51666780983961,4.240594780613671,0.8358368691558298,159.04913290417667,8.273171936306426,0.7323642620386025
2,0.8628916060695879,126.83885729566772,6.9924055721302505,0.8032466238553859,190.27256085691184,8.00824793788433,0.7698464459813824
3,0.8579573756774242,132.48467965776985,6.930769542291314,0.8170357707853921,175.5991929401913,8.398522871968831,0.7472141373786514
4,0.9464440858840373,46.17038627290365,4.29659740806807,0.7301178480700681,286.9722403081526,10.464009686648517,0.7936659284441786
5,0.9498936870564847,40.57300282382131,3.733536388779742,0.7436445369715863,311.7805604839855,11.152952925499104,0.8059967170104715
6,0.8742120955926413,103.23081334864627,6.348878968779626,0.7272120619352863,328.2894585427057,10.744317040068935,0.7965758423576327
7,0.8825906399793618,112.30181368268293,6.6825440956106545,0.7392461677165312,236.37541843982382,9.848129133275066,0.7992572844262813
8,0.878069109708033,107.31342436670701,6.234669769206644,0.7445732795705007,252.42183647124924,10.94983772572028,0.766741735266699
9,0.8234689349172963,178.90420519528678,8.553738180317708,0.9081256997430687,64.73992358739785,5.3207977862235865,0.714890832584067
mean,0.8959809595998047,94.24634830704198,5.837822246003698,0.7760954105796779,238.230080858465,9.466430428248481,0.7743521423760626
