,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.9400599702882254,6.647686050620164,4.352444231536244,0.7095174615793014,19.49196421764315,11.524009592120244,0.8179088361659094
1,0.9438955914629685,7.122903735108452,4.254628467769099,0.8382805598826046,12.517250810525535,8.249133111097901,0.7262804724087639
2,0.8626142033110209,11.273663217828494,6.984173993658447,0.8020543301933294,13.835663403888217,7.992750312031944,0.7700082191080861
3,0.8579665035591209,11.509829103187409,6.929200406641632,0.8169925402079661,13.252949985392913,8.399896359439003,0.7468727717298235
4,0.946737660430195,6.776230262739471,4.284211051842415,0.7319468916131984,16.882753742520446,10.433954832396253,0.7979081214354135
5,0.9511888468529615,6.286832451729444,3.685292847897983,0.735881513377802,17.92266669512538,11.303620268281817,0.802370689223387
6,0.8743681661301396,10.15395146618006,6.34254145865673,0.727014397467816,18.12532316637356,10.757333667785026,0.7987971562386985
7,0.882357563850775,10.607768404564265,6.691658864964713,0.7355987129687287,15.48166222072941,9.954064125307742,0.800321881514299
8,0.8783550473397397,10.34706556733548,6.231636081666535,0.7434013823743882,15.924193771327548,10.958767106243448,0.767852012952956
9,0.8218501824797464,13.436693001795513,8.59095168407069,0.9159392764793396,7.69636455642207,5.084644901268774,0.7136193092000658
mean,0.8959393735704893,9.416262326108875,5.834673908870448,0.7756627066144475,15.113079256994823,9.465817427597216,0.7741939469977404
std,0.041429130370748926,2.2666494750721697,1.4454838740538987,0.0594555360291711,3.1174784511021496,1.8257593678781054,0.03208574326377113
