,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.8016567537069558,146.23167848699762,7.2198581560283674,0.652579463459118,454.4087301587302,14.928571428571429,0.7523848399999948
1,0.7216406195247345,251.72307180851064,11.715425531914894,0.7500629370854418,242.15104166666666,11.101190476190476,0.5984178645529993
2,0.7894954386431938,194.73758865248226,9.347517730496454,0.606400390176189,380.6349206349206,14.031746031746033,0.7099991576053978
3,0.8268601864336198,161.48936170212767,7.74468085106383,0.7782585505424715,212.8154761904762,11.428571428571429,0.6296136159710646
4,0.7835513163919654,186.5997340425532,8.569148936170214,0.6621640461394762,359.2291666666667,14.083333333333334,0.685381359751451
5,0.7744723927049184,182.61835106382978,8.367021276595745,0.7757880407423566,272.6875,11.988095238095237,0.6906194528167804
6,0.7844161059397912,176.92401215805472,9.288753799392099,0.7360954616883287,317.5986394557823,12.523809523809524,0.6526231060927833
7,0.8389342082955233,154.05910165484633,7.99290780141844,0.500571995564116,452.7354497354496,13.984126984126984,0.7530526416490717
8,0.8000391116451271,175.98893617021275,9.03404255319149,0.8061422815342395,191.57714285714283,10.533333333333335,0.7274727164551861
9,0.7920214267591491,210.77446808510638,9.855319148936168,0.8401033615013805,112.67238095238092,7.933333333333332,0.5867247347559952
mean,0.7913087560044978,184.11463038247211,8.91346757852077,0.710816652843312,299.65104483182165,12.25361111111111,0.6786289489650724
