,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.8767392109602403,90.87595574736685,6.284117961802107,0.7038913710399675,387.2953148206815,12.725714730409095,0.9253476491525536
1,0.8350138744314877,149.19854420922204,7.700522574765446,0.8040559380390164,189.84002676093826,8.717905030992815,0.9188651821951401
2,0.8540935428511247,134.9779380116982,6.683433558343258,0.7793227511913536,213.4084104499289,9.193699355130363,0.9360461240857514
3,0.8795879310348889,112.30962860516908,6.692729622690267,0.8436361524804097,150.0695821654684,7.427151293287379,0.9221850152361244
4,0.8390224645671929,138.7782304695545,7.098514475711464,0.7835406972474258,230.16642857721905,9.863361179436646,0.9169055124668395
5,0.8216738851460935,144.39749278069755,7.041531427550785,0.7219269901975187,338.1935295136544,11.574558600973283,0.910030601697034
6,0.8423279964717367,129.39725201098938,7.281504150369546,0.7452796710133849,306.5458079858282,10.218487122195048,0.9013190491198777
7,0.8095637136537066,182.15191994849653,8.247292180956434,0.7107631710266915,262.1954809946927,11.073154791534847,0.9364701159083196
8,0.8739482617672193,110.94025184876917,6.298072897088303,0.8326639107375766,165.36751867037466,9.516932060123892,0.9280741568018215
9,0.8622254421990487,139.62668694013502,7.978932535840784,0.8807661712777165,84.01902315366095,5.655741384768027,0.9031669886088569
mean,0.849419632308274,133.2653900572098,7.130665138511839,0.7805846824251061,232.7101123092447,9.59667055488514,0.9198410395272318
