,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test
0,0.8663374808053207,98.54479493473907,6.12450679674535,0.7083251635645271,381.49613538548607,13.173483900780877
1,0.7995718423071702,181.24911560450465,8.54439156470018,0.844775063971081,150.38938008523354,8.51424669412514
2,0.8363234934782431,151.4169954022169,7.793568083875792,0.7956663197190791,197.60317905697386,8.236017256884418
3,0.8331689218401922,155.6051365030264,7.396149291592226,0.8075881131695025,184.6665448463365,9.416590937788836
4,0.8395183799750827,138.3507033454467,7.5467374812269865,0.8055711113792936,206.7409547060167,8.547029109861224
5,0.8361596261244982,132.66783288166437,6.949507383291168,0.7501276929857408,303.8957196777095,10.214091698899006
6,0.8590983550994733,115.63426128905759,6.615389857550858,0.7426714494395159,309.6846991491235,11.478744847304702
7,0.8427197029504253,150.43828372894274,7.477492444358271,0.7592047202518218,218.28283216537224,9.537657345705634
8,0.8408127333856351,140.1033868862755,6.995186377432282,0.7640989483521187,233.12587102214616,9.786363136598451
9,0.7951441468847569,207.60976864901875,9.754556280867066,0.883860238662349,81.83876506739324,7.2082327880462245
mean,0.8348854682850797,147.16202792248927,7.519748556164016,0.786188882149503,226.77240811617912,9.611245771599451
