,r2_train,MSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.905810400708471,69.44276378368946,5.4576015217317035,0.757013778900217,317.8138554369193,11.195499251731595,0.7681965749244298
1,0.9267625346083912,66.22934613652583,5.095070233574116,0.8631346240515126,132.60175568821455,7.654011775158944,0.7323219482909049
2,0.890903026818549,100.92551605392262,6.410424700737885,0.7960788559989728,197.2042312169934,8.973496989514121,0.768772956170632
3,0.8947369015143186,98.18002130817636,6.071905347727198,0.7560347940499264,234.14463829468656,9.460584461128697,0.7709969886209833
4,0.9672256201128235,28.254690527162477,3.034806325781491,0.770183685056079,244.36926372197973,10.9357440607893,0.8014199225520178
5,0.9570715085499011,34.760845540375485,3.333061215646054,0.8302658794792033,206.43133016972158,9.992551036926042,0.8089118881947501
6,0.9406214210646501,48.73043261085109,4.427452034971581,0.8236071344666086,212.28181395255027,9.513528900579509,0.7826495424494885
7,0.9287458525786484,68.15444685521204,5.279598521407204,0.7333948355387403,241.67969749813545,10.24919386176687,0.8044048348070552
8,0.9045026946352951,84.04878232201958,5.577887048156496,0.7546208647060955,242.4924528587463,11.68798797587145,0.7799738106584541
9,0.8709557418517719,130.77902423694226,7.620686038876017,0.8489100493029416,106.46668149413537,6.691538959598373,0.7084514688978366
mean,0.9187335702442819,72.95058693748773,5.230849298860975,0.7933244501550296,213.54857203320822,9.63541372730649,0.7726099935566552
