,r2_train,MSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.9035813553511445,71.0861625387139,5.43918040333018,0.7150892020139126,372.64911052871474,12.474657237333279,0.9320359588699155
1,0.8546321823913019,131.45751915413646,6.910269157567263,0.78555207222751,207.76746148736888,8.67008074015042,0.9123506557836146
2,0.8869294998025637,104.6014224787097,6.675522973895066,0.8274355482767208,166.88038998692468,7.991611203222179,0.9376955509648003
3,0.8672549502029087,123.81273214569283,7.421173092067775,0.8354749007232741,157.90231115345952,7.504218190471964,0.9061591309005943
4,0.9042664827436873,82.53156619485688,5.5609346550090075,0.6544869097273582,367.3924520843285,11.697126676262277,0.9193594641580795
5,0.844453447481121,125.95200771803947,6.780790761458979,0.7280937273495802,330.69351861896166,11.82822626020212,0.8838283923635035
6,0.8527313905227125,120.85946108006848,7.046279891983514,0.7561407752355478,293.4749000506544,9.952686496000531,0.8849582481140924
7,0.8759132034986671,118.68876807372222,6.830303040082383,0.8231111946610424,160.35110591917243,8.155128601912244,0.9228808665014647
8,0.8820026256869737,103.85147089051637,6.518701443463818,0.7066473338535486,289.90161482679645,11.918760758802595,0.9128711047138485
9,0.8665764407432812,135.2171971089992,7.787543532568058,0.8362844856873121,115.36338080436516,6.678413167281171,0.8982285466887887
mean,0.8738341578424361,111.80583073834555,6.697069895142604,0.7668316149755807,246.23762454607464,9.687090933163878,0.9110367919058702
