,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.7937253966889487,12.332039418421191,8.57446808510638,0.6150009708636872,22.440131991802634,15.801587301587304,0.7696875405146143
1,0.774224225265566,14.288849152621879,9.763297872340425,0.7241684771287875,16.347441368168727,11.648809523809524,0.7181073744426569
2,0.7624681136735441,14.823648125047512,9.322695035460994,0.7066700822715257,16.842446063977448,14.341269841269842,0.6768916547330088
3,0.7555391156413059,15.10004270266253,9.981762917933132,0.733016711580107,16.00737803650237,11.517006802721088,0.642959792480353
4,0.746569612085308,14.781121263619122,10.343465045592705,0.7169245711019894,17.34937958018379,11.210884353741497,0.7085482428912784
5,0.7726434812684584,13.568319379353577,9.425531914893616,0.6725717478393922,19.95543977765403,13.746031746031747,0.7357842656198377
6,0.750226084365277,14.317222514164353,10.102836879432624,0.7235627863216298,18.239550897190888,11.944444444444443,0.6873846290332973
7,0.8011673980455336,13.790684490749697,9.35744680851064,0.6651514620907021,17.422481371574406,14.380952380952378,0.7243247262338364
8,0.7768340834501148,14.014709101920856,9.249240121580547,0.6833713357397881,17.68908675108649,13.006802721088437,0.7226779722816838
9,0.7889329415017328,14.625473408654804,10.911854103343465,0.7074939387057655,14.356762102779365,10.74829931972789,0.7374002347471059
mean,0.7722330451985788,14.164210955721552,9.70325987841945,0.6947932083643374,17.66500979409201,12.834608843537415,0.7123766432977673
std,0.016842226662988024,0.7271825562773868,0.5979698147639427,0.032771223380183394,2.0145341134608534,1.515023725494597,0.03227367659880846
