,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.8900747261860135,9.002451741877957,5.946908191336092,0.7865703573994896,16.707941980917635,10.003220695324297,0.9233910346193381
1,0.847029059752269,11.761509098272704,7.212635748158124,0.8948810967899752,10.091791058325658,6.074659585373003,0.904396703102665
2,0.8758320010591828,10.717635421167127,6.636265776204402,0.839505298264101,12.45825841700368,8.108421737730257,0.9225171398751293
3,0.8557268586115879,11.600220121011862,7.263138586664128,0.8183237326924493,13.204661169861689,8.892390967814148,0.9036674903081867
4,0.8590485624658039,11.023329534418698,6.547546970247738,0.7058886959771067,17.684334468716926,10.55237513787282,0.8678396502280726
5,0.8511149318958074,10.9798883585047,7.005198806998893,0.8026089766681866,15.494120441438346,10.12177923805182,0.8757930624970957
6,0.8261900232502171,11.943251681178598,7.688671764669411,0.6945300329106774,19.173444749650724,10.518528724762005,0.8795715351702673
7,0.8343450879016265,12.587636234139264,7.476077328459984,0.7508753021417256,15.027758175744891,9.476801744486043,0.9208970621892542
8,0.8522513967253128,11.403334037441727,6.371336241674431,0.720878973328363,16.608353284157403,11.187935170791533,0.9197558202140609
9,0.787725652129776,14.667242127133875,9.450777012094315,0.9242346176279598,7.306753877781737,4.919206028247512,0.8877278787245182
mean,0.8479338299977597,11.568649835514652,7.1598556426507525,0.7938297083800034,14.37574176235987,8.985531903045345,0.9005557376928589
std,0.025317049195562727,1.307289604177614,0.8742481358413783,0.07057797228647927,3.2951113027333987,1.85888365616674,0.01930385224229053
