,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.884168341534015,9.241142373292123,5.044801785306844,0.7081607613998477,19.53742985183615,12.718243550215728,0.8501144583319696
1,0.9199383144271993,8.508851523445925,4.918763351018165,0.8830623464032926,10.644003959842118,6.993066788548255,0.7496605090486237
2,0.9378083028287542,7.585083095190187,4.379750399709711,0.8530152678677587,11.922383781656665,7.349835839799735,0.8268038502876032
3,0.9422095688836083,7.3417814681690015,4.221296971930974,0.890966934681614,10.229567525972287,7.172329844091923,0.7347964653275342
4,0.96817490701757,5.237968427907833,3.3526140018374067,0.8079197681552652,14.291381002918373,8.337515238729523,0.8440677614148535
5,0.9695686153596456,4.964016415986974,3.019573919405583,0.7872932541008911,16.083992432020597,9.904637896961427,0.8165863053609259
6,0.8526885460028292,10.995209067897836,6.176883469249704,0.7152521352036492,18.51169240679965,11.45141987337727,0.8027731680054542
7,0.9609669032209983,6.110243657496736,3.6608936480757777,0.808820331128362,13.164569386466807,9.34201221372866,0.8393071360456783
8,0.8731964932318975,10.564179852814208,5.929800911090152,0.7246369772025416,16.496169396026975,10.319584872635161,0.789388231252843
9,0.9010349204710966,10.014763381915817,6.362349975720019,0.9412555273493457,6.433874330303927,4.287363830530235,0.7064000325627254
mean,0.9209754912977614,8.056323926411663,4.706672843334434,0.8120383303492569,13.731506407384355,8.787600994861792,0.7959897917638211
std,0.0376853324509616,1.9632026018528381,1.0733991106217717,0.07266803671041054,3.676658070204633,2.2319851341526693,0.045224722696715756
