,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test
0,0.8552269050607917,10.331323326852745,6.41319910192661,0.6937625018013396,20.013579652069808,13.197409836920414
1,0.795707403343855,13.592047859737288,8.720579677399476,0.8266948899568507,12.957867179073595,9.605282384334059
2,0.8379176548837481,12.245090365413835,8.030970837949395,0.7926990272553077,14.158839378296792,9.176093690812317
3,0.8388221282171142,12.26100853367878,7.806727690440516,0.8180746402397528,13.213710383683546,9.035978229688153
4,0.8556340097051194,11.156050792898297,7.337818324034242,0.7549698963535131,16.141451433565692,10.027264489007853
5,0.8301127924624971,11.728775978438097,7.039771966827573,0.6742097840590031,19.905461320537736,12.422259679754694
6,0.8676454451153909,10.422086647503573,6.542202400352889,0.7279564664287199,18.094021036649625,12.002615866383103
7,0.8547062758478361,11.78868742357126,8.139059654384148,0.7554796143146876,14.888239327123854,10.651350131812528
8,0.8669658697094507,10.820608687481311,6.910464231452614,0.7141927020848375,16.806100428347914,10.834166450172038
9,0.8142286285804096,13.721105301609283,9.758641893761782,0.8321055374742143,10.876953084736972,8.929773595281775
mean,0.8416967112926212,11.806678491718447,7.669943577852924,0.7590145059968227,15.705622322408555,10.588219435416693
std,0.021072761476312207,1.0764843674786317,0.9424849408093096,0.05134357962270173,2.7541551078730713,1.3708458249716415
