,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test
0,0.8734158872937914,93.32612839999345,5.922781596699044,0.724673106191839,360.1138419725854,12.649968471049757
1,0.8255885924083307,157.72191762483942,8.292956303884191,0.8363589541069637,158.54331190555664,9.296258590490332
2,0.8527200559248621,136.2485495858233,7.99495673201159,0.8012476322118661,192.205708163439,8.689622359660719
3,0.84653580532872,143.13770086216806,7.73380495987774,0.8231863515201221,169.6961974871006,9.349985660339675
4,0.8559111496925674,124.21854777621816,7.351569106898982,0.7876244736943889,225.8240499963379,9.46555330128552
5,0.8424279333806339,127.59214414977804,6.8727415582313816,0.7457228459563952,309.2529126137671,10.182041938056697
6,0.8640047448628729,111.60771669983399,6.537560584368695,0.763149864770657,285.03973893362416,10.776881422100589
7,0.8650414590362907,129.08756950492767,7.6104156852722635,0.7556709051897116,221.48626356532648,10.331133975746916
8,0.8478386436505372,133.91976526246526,6.831414515575406,0.7760838776018831,221.28193454550586,9.498257715865883
9,0.8300172216977069,172.2678885714036,9.195504988921762,0.8494902708111465,106.05782400080042,8.672812019336892
mean,0.8503501493276314,132.91279284374508,7.434370603174105,0.7863208282054973,224.95017831840437,9.891251545393299
