,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.9060787893558152,8.3213514546248,5.328678323378859,0.7193464004915875,19.15935560756583,11.928070629149826,0.8024338599711631
1,0.9576583770370026,6.18788638544075,3.7092538979469722,0.8675995208454185,11.325897272854325,7.796925987816768,0.6958853226015665
2,0.8805180673180376,10.513450107151234,6.4954419936339765,0.7973396707378758,13.999462352952525,8.46152519164958,0.778458072605602
3,0.8828261948701642,10.454150619883197,6.356958049903964,0.7566999086490942,15.280912839142788,9.340508124573866,0.7638371755793768
4,0.8900954037710104,9.733879448227574,5.99887104319088,0.760141836676012,15.970191130674028,11.007157835484684,0.8042466051827712
5,0.9540867520112364,6.097353307351899,3.5244276539063772,0.8183250021974887,14.86451727632006,9.957939264439268,0.8286984964563974
6,0.8852578082407834,9.703910989756876,6.146174009164834,0.7835451240884046,16.139852963407137,9.944626979663767,0.7846389280937478
7,0.8914784749109114,10.188258814746009,6.314804325365718,0.752559074771328,14.976887611805665,9.628936286507392,0.8103495981905903
8,0.875608977518382,10.463203525907657,5.683382662152974,0.7563829478201344,15.516156070178289,10.49957082693741,0.7703608326930027
9,0.856317660769006,12.067057958776655,7.850742016198216,0.8960742242371833,8.557574852147633,5.527751768177977,0.6940443025867182
mean,0.897992650580235,9.373050261186666,5.740873397484277,0.7908013710514527,14.579080797704828,9.409301289440053,0.7732953193960936
