,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test
0,0.900588411601112,73.29275740072289,5.512089786045487,0.6724934791527613,428.36219107440456,13.346703998784795
1,0.8475924005028652,137.82366179604634,7.915632617520297,0.7529387755399107,239.36479112305375,11.614473362529308
2,0.8658112139435581,124.13793056266434,7.5369376995104815,0.7689899551823136,223.40085681083448,9.41350270160455
3,0.8673897280108364,123.68702343822963,7.592790362311074,0.7774901199085232,213.55297444208014,9.831829549641585
4,0.8652329187502357,116.18227978894355,7.494953046294174,0.7595801040832094,255.644308645526,9.990322979298744
5,0.8672005566634025,107.53280121751567,6.355439239950861,0.7176021484602608,343.45341968692276,11.617406033566828
6,0.8821270084491551,96.73525325794346,6.433505052999815,0.7131443030711109,345.2194480913414,12.29065599099911
7,0.876304854461071,118.31415472602329,7.668457850031029,0.735413589504381,239.84968100642544,11.203199208947419
8,0.883619070963821,102.42881025427819,6.720151650979513,0.6856109820533574,310.690491359098,12.750819460664125
9,0.859358626183111,142.53204209976198,8.619676343768809,0.5294836641606364,331.55291026627117,12.725134461430603
mean,0.8715224789529168,114.26667145421295,7.184963364941154,0.7112747121116465,293.10910725059574,11.478404774746707
