Cate_name,Cate_RDKit_PC_0,Cate_RDKit_PC_1,Cate_RDKit_PC_2,Cate_RDKit_PC_3,Cate_RDKit_PC_4,Cate_RDKit_PC_5,Cate_RDKit_PC_6,P_name,P_RDKit_PC_0,P_RDKit_PC_1,Yield
Catechol,-5.83057107000683,-4.385612816225795,0.8249304634929782,0.5072477999380589,-0.5107933409175833,-1.0926557302329845,-0.6055785572442882,Dimethyl Phosphite,1.406982337133735,7.906757383260586,80
Catechol,-5.83057107000683,-4.385612816225795,0.8249304634929782,0.5072477999380589,-0.5107933409175833,-1.0926557302329845,-0.6055785572442882,Phosphonic acid,-5.49410885527144,0.8421090881045519,7
Catechol,-5.83057107000683,-4.385612816225795,0.8249304634929782,0.5072477999380589,-0.5107933409175833,-1.0926557302329845,-0.6055785572442882,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,3
Catechol,-5.83057107000683,-4.385612816225795,0.8249304634929782,0.5072477999380589,-0.5107933409175833,-1.0926557302329845,-0.6055785572442882,Phosphinic acid,-7.041531852814126,-5.0007796280448185,48
4Me-Catechol,-3.1005371345600334,-3.269828025526264,-0.52884970826753,-1.3639160025013477,1.8810234158483459,-0.9520112388137867,-1.2875945397068849,Dimethyl Phosphite,1.406982337133735,7.906757383260586,99
4Me-Catechol,-3.1005371345600334,-3.269828025526264,-0.52884970826753,-1.3639160025013477,1.8810234158483459,-0.9520112388137867,-1.2875945397068849,Phosphonic acid,-5.49410885527144,0.8421090881045519,9
4Me-Catechol,-3.1005371345600334,-3.269828025526264,-0.52884970826753,-1.3639160025013477,1.8810234158483459,-0.9520112388137867,-1.2875945397068849,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,3
4Me-Catechol,-3.1005371345600334,-3.269828025526264,-0.52884970826753,-1.3639160025013477,1.8810234158483459,-0.9520112388137867,-1.2875945397068849,Phosphinic acid,-7.041531852814126,-5.0007796280448185,54
4Cl-Catechol,-4.207289566338665,-2.96472882996886,0.7355582809516232,-2.160820034196565,-1.5569999942503039,5.359975699615072,1.9189090439534193,Dimethyl Phosphite,1.406982337133735,7.906757383260586,47
4Cl-Catechol,-4.207289566338665,-2.96472882996886,0.7355582809516232,-2.160820034196565,-1.5569999942503039,5.359975699615072,1.9189090439534193,Phosphonic acid,-5.49410885527144,0.8421090881045519,7
4Cl-Catechol,-4.207289566338665,-2.96472882996886,0.7355582809516232,-2.160820034196565,-1.5569999942503039,5.359975699615072,1.9189090439534193,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,3
4Cl-Catechol,-4.207289566338665,-2.96472882996886,0.7355582809516232,-2.160820034196565,-1.5569999942503039,5.359975699615072,1.9189090439534193,Phosphinic acid,-7.041531852814126,-5.0007796280448185,64
4NO2-Catechol,-1.4131308991326024,10.027292857258647,6.693858816238141,2.601053204447175,4.611557739018429,2.174533342329669,-2.7367154805474776,Dimethyl Phosphite,1.406982337133735,7.906757383260586,34
4NO2-Catechol,-1.4131308991326024,10.027292857258647,6.693858816238141,2.601053204447175,4.611557739018429,2.174533342329669,-2.7367154805474776,Phosphonic acid,-5.49410885527144,0.8421090881045519,7
4NO2-Catechol,-1.4131308991326024,10.027292857258647,6.693858816238141,2.601053204447175,4.611557739018429,2.174533342329669,-2.7367154805474776,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,5
4NO2-Catechol,-1.4131308991326024,10.027292857258647,6.693858816238141,2.601053204447175,4.611557739018429,2.174533342329669,-2.7367154805474776,Phosphinic acid,-7.041531852814126,-5.0007796280448185,74
4OH-Catechol,-6.258203621024327,-0.40159345348478026,-3.0392924587579997,7.6658295372867675,2.0181813479757444,-1.6060514651773288,5.8413683588902785,Dimethyl Phosphite,1.406982337133735,7.906757383260586,34
4OH-Catechol,-6.258203621024327,-0.40159345348478026,-3.0392924587579997,7.6658295372867675,2.0181813479757444,-1.6060514651773288,5.8413683588902785,Phosphonic acid,-5.49410885527144,0.8421090881045519,5
4OH-Catechol,-6.258203621024327,-0.40159345348478026,-3.0392924587579997,7.6658295372867675,2.0181813479757444,-1.6060514651773288,5.8413683588902785,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,3
4OH-Catechol,-6.258203621024327,-0.40159345348478026,-3.0392924587579997,7.6658295372867675,2.0181813479757444,-1.6060514651773288,5.8413683588902785,Phosphinic acid,-7.041531852814126,-5.0007796280448185,65
4CN-Catechol,-3.6789931480106413,0.5905813627071403,0.8464758052160064,2.515245217284286,0.482451964990401,2.6970599009994887,-4.2613204453123465,Dimethyl Phosphite,1.406982337133735,7.906757383260586,33
4CN-Catechol,-3.6789931480106413,0.5905813627071403,0.8464758052160064,2.515245217284286,0.482451964990401,2.6970599009994887,-4.2613204453123465,Phosphonic acid,-5.49410885527144,0.8421090881045519,6
4CN-Catechol,-3.6789931480106413,0.5905813627071403,0.8464758052160064,2.515245217284286,0.482451964990401,2.6970599009994887,-4.2613204453123465,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,4
4CN-Catechol,-3.6789931480106413,0.5905813627071403,0.8464758052160064,2.515245217284286,0.482451964990401,2.6970599009994887,-4.2613204453123465,Phosphinic acid,-7.041531852814126,-5.0007796280448185,63
Dihydroxynaphthalene,5.726709710436911,-6.07736646246343,2.4822475382459106,1.942190038881455,0.19477795610909499,-1.200872514053803,-0.9683634049673892,Dimethyl Phosphite,1.406982337133735,7.906757383260586,99
Dihydroxynaphthalene,5.726709710436911,-6.07736646246343,2.4822475382459106,1.942190038881455,0.19477795610909499,-1.200872514053803,-0.9683634049673892,Phosphonic acid,-5.49410885527144,0.8421090881045519,16
Dihydroxynaphthalene,5.726709710436911,-6.07736646246343,2.4822475382459106,1.942190038881455,0.19477795610909499,-1.200872514053803,-0.9683634049673892,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,3
Dihydroxynaphthalene,5.726709710436911,-6.07736646246343,2.4822475382459106,1.942190038881455,0.19477795610909499,-1.200872514053803,-0.9683634049673892,Phosphinic acid,-7.041531852814126,-5.0007796280448185,81
4Br-Catechol,-2.0701219879480575,-3.8188047361205104,0.899911207007662,-3.920204101532832,-0.6309652113197657,6.160681474758815,2.430150701688936,Dimethyl Phosphite,1.406982337133735,7.906757383260586,53
4Br-Catechol,-2.0701219879480575,-3.8188047361205104,0.899911207007662,-3.920204101532832,-0.6309652113197657,6.160681474758815,2.430150701688936,Phosphonic acid,-5.49410885527144,0.8421090881045519,9
4Br-Catechol,-2.0701219879480575,-3.8188047361205104,0.899911207007662,-3.920204101532832,-0.6309652113197657,6.160681474758815,2.430150701688936,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,4
4Br-Catechol,-2.0701219879480575,-3.8188047361205104,0.899911207007662,-3.920204101532832,-0.6309652113197657,6.160681474758815,2.430150701688936,Phosphinic acid,-7.041531852814126,-5.0007796280448185,71
4tBu-Catechol,6.498966230866841,-2.810507572185598,-4.077319640487465,-5.126235967616525,7.474690081800084,-1.6666460511021541,-1.0261043452121452,Dimethyl Phosphite,1.406982337133735,7.906757383260586,96
4tBu-Catechol,6.498966230866841,-2.810507572185598,-4.077319640487465,-5.126235967616525,7.474690081800084,-1.6666460511021541,-1.0261043452121452,Phosphonic acid,-5.49410885527144,0.8421090881045519,8
4tBu-Catechol,6.498966230866841,-2.810507572185598,-4.077319640487465,-5.126235967616525,7.474690081800084,-1.6666460511021541,-1.0261043452121452,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,4
4tBu-Catechol,6.498966230866841,-2.810507572185598,-4.077319640487465,-5.126235967616525,7.474690081800084,-1.6666460511021541,-1.0261043452121452,Phosphinic acid,-7.041531852814126,-5.0007796280448185,55
4F-Catechol,-5.374006770615381,0.6640549822731092,4.466823842456707,-2.6628960645923794,-1.1437553979859014,-3.9663873168860326,1.7364301077280584,Dimethyl Phosphite,1.406982337133735,7.906757383260586,54
4F-Catechol,-5.374006770615381,0.6640549822731092,4.466823842456707,-2.6628960645923794,-1.1437553979859014,-3.9663873168860326,1.7364301077280584,Phosphonic acid,-5.49410885527144,0.8421090881045519,6
4F-Catechol,-5.374006770615381,0.6640549822731092,4.466823842456707,-2.6628960645923794,-1.1437553979859014,-3.9663873168860326,1.7364301077280584,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,4
4F-Catechol,-5.374006770615381,0.6640549822731092,4.466823842456707,-2.6628960645923794,-1.1437553979859014,-3.9663873168860326,1.7364301077280584,Phosphinic acid,-7.041531852814126,-5.0007796280448185,53
4Ph-Catechol,10.835898013089015,-5.386072094372489,1.9000162038325585,2.4340743431942014,-0.6481869729183478,-1.5652176087745202,-1.5354530310520915,Dimethyl Phosphite,1.406982337133735,7.906757383260586,78
