Cate_name,Cate_RDKit_PC_0,Cate_RDKit_PC_1,Cate_RDKit_PC_2,Cate_RDKit_PC_3,Cate_RDKit_PC_4,Cate_RDKit_PC_5,Cate_RDKit_PC_6,P_name,P_RDKit_PC_0,P_RDKit_PC_1,Yield
4Ph-Catechol,10.835898013089015,-5.386072094372489,1.9000162038325585,2.4340743431942014,-0.6481869729183478,-1.5652176087745202,-1.5354530310520915,Phosphonic acid,-5.49410885527144,0.8421090881045519,8
4Ph-Catechol,10.835898013089015,-5.386072094372489,1.9000162038325585,2.4340743431942014,-0.6481869729183478,-1.5652176087745202,-1.5354530310520915,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,4
4Ph-Catechol,10.835898013089015,-5.386072094372489,1.9000162038325585,2.4340743431942014,-0.6481869729183478,-1.5652176087745202,-1.5354530310520915,Phosphinic acid,-7.041531852814126,-5.0007796280448185,61
4OCOEt-Catechol,5.557626341874945,10.155955936154069,-4.331018555993877,-3.676337586860992,-0.781725152200689,-0.4202007695492955,2.4339678537439067,Dimethyl Phosphite,1.406982337133735,7.906757383260586,40
4OCOEt-Catechol,5.557626341874945,10.155955936154069,-4.331018555993877,-3.676337586860992,-0.781725152200689,-0.4202007695492955,2.4339678537439067,Phosphonic acid,-5.49410885527144,0.8421090881045519,6
4OCOEt-Catechol,5.557626341874945,10.155955936154069,-4.331018555993877,-3.676337586860992,-0.781725152200689,-0.4202007695492955,2.4339678537439067,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,3
4OCOEt-Catechol,5.557626341874945,10.155955936154069,-4.331018555993877,-3.676337586860992,-0.781725152200689,-0.4202007695492955,2.4339678537439067,Phosphinic acid,-7.041531852814126,-5.0007796280448185,61
4Bz-Catechol,15.795689617881022,2.1569775783423086,2.1442667850614137,1.9821218860132919,-3.5167001668859306,1.1928460344596798,2.500303338319518,Dimethyl Phosphite,1.406982337133735,7.906757383260586,59
4Bz-Catechol,15.795689617881022,2.1569775783423086,2.1442667850614137,1.9821218860132919,-3.5167001668859306,1.1928460344596798,2.500303338319518,Phosphonic acid,-5.49410885527144,0.8421090881045519,13
4Bz-Catechol,15.795689617881022,2.1569775783423086,2.1442667850614137,1.9821218860132919,-3.5167001668859306,1.1928460344596798,2.500303338319518,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,3
4Bz-Catechol,15.795689617881022,2.1569775783423086,2.1442667850614137,1.9821218860132919,-3.5167001668859306,1.1928460344596798,2.500303338319518,Phosphinic acid,-7.041531852814126,-5.0007796280448185,96
4CH2OH-Catechol,-2.151785926700477,0.8809111091812352,-4.020519943071496,1.8998716071829727,2.5547993805801585,0.5562646757169762,1.3250631033492684,Dimethyl Phosphite,1.406982337133735,7.906757383260586,20
4CH2OH-Catechol,-2.151785926700477,0.8809111091812352,-4.020519943071496,1.8998716071829727,2.5547993805801585,0.5562646757169762,1.3250631033492684,Phosphonic acid,-5.49410885527144,0.8421090881045519,7
4CH2OH-Catechol,-2.151785926700477,0.8809111091812352,-4.020519943071496,1.8998716071829727,2.5547993805801585,0.5562646757169762,1.3250631033492684,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,5
4CH2OH-Catechol,-2.151785926700477,0.8809111091812352,-4.020519943071496,1.8998716071829727,2.5547993805801585,0.5562646757169762,1.3250631033492684,Phosphinic acid,-7.041531852814126,-5.0007796280448185,72
4OMe-Catechol,-2.732372424175498,1.2301284767981109,-4.866412273789626,1.0207809231712357,-4.0614615421087015,-0.1327651875147436,-3.1116761800252366,Dimethyl Phosphite,1.406982337133735,7.906757383260586,63
4OMe-Catechol,-2.732372424175498,1.2301284767981109,-4.866412273789626,1.0207809231712357,-4.0614615421087015,-0.1327651875147436,-3.1116761800252366,Phosphonic acid,-5.49410885527144,0.8421090881045519,6
4OMe-Catechol,-2.732372424175498,1.2301284767981109,-4.866412273789626,1.0207809231712357,-4.0614615421087015,-0.1327651875147436,-3.1116761800252366,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,5
4OMe-Catechol,-2.732372424175498,1.2301284767981109,-4.866412273789626,1.0207809231712357,-4.0614615421087015,-0.1327651875147436,-3.1116761800252366,Phosphinic acid,-7.041531852814126,-5.0007796280448185,59
3F-Catechol,-5.3552533680540515,1.5649456965555428,4.710129937405497,-3.7682737195964577,-2.2866499145002903,-4.557759809650969,1.235650773423583,Dimethyl Phosphite,1.406982337133735,7.906757383260586,38
3F-Catechol,-5.3552533680540515,1.5649456965555428,4.710129937405497,-3.7682737195964577,-2.2866499145002903,-4.557759809650969,1.235650773423583,Phosphonic acid,-5.49410885527144,0.8421090881045519,6
3F-Catechol,-5.3552533680540515,1.5649456965555428,4.710129937405497,-3.7682737195964577,-2.2866499145002903,-4.557759809650969,1.235650773423583,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,4
3F-Catechol,-5.3552533680540515,1.5649456965555428,4.710129937405497,-3.7682737195964577,-2.2866499145002903,-4.557759809650969,1.235650773423583,Phosphinic acid,-7.041531852814126,-5.0007796280448185,51
3OMe-Catechol,-2.242623997582169,1.8436659910775646,-4.840806299540507,0.11026891949765882,-4.080244193234746,-0.9807934361240875,-3.889037297029113,Dimethyl Phosphite,1.406982337133735,7.906757383260586,44
3OMe-Catechol,-2.242623997582169,1.8436659910775646,-4.840806299540507,0.11026891949765882,-4.080244193234746,-0.9807934361240875,-3.889037297029113,Phosphonic acid,-5.49410885527144,0.8421090881045519,5
3OMe-Catechol,-2.242623997582169,1.8436659910775646,-4.840806299540507,0.11026891949765882,-4.080244193234746,-0.9807934361240875,-3.889037297029113,Phenylphosphinic Acid,11.128658370951818,-3.748086843320325,3
3OMe-Catechol,-2.242623997582169,1.8436659910775646,-4.840806299540507,0.11026891949765882,-4.080244193234746,-0.9807934361240875,-3.889037297029113,Phosphinic acid,-7.041531852814126,-5.0007796280448185,57
